City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,batemans bay,-35.72,150.18,66.0,62,0,11.01,AU,1600816386
280,sassandra,4.95,-6.08,74.55,90,61,8.3,CI,1600816127
281,rome,34.26,-85.16,71.6,49,1,0.87,US,1600816377
282,eyl,7.98,49.82,77.79,74,93,18.97,SO,1600816386
283,tamandare,-8.76,-35.1,74.55,83,3,8.03,BR,1600816386
284,severo-kurilsk,50.68,156.12,50.45,75,33,10.83,RU,1600816386
285,kloulklubed,7.04,134.26,80.6,88,75,8.52,PW,1600816387
286,biak,-0.91,122.88,78.31,80,99,6.55,ID,1600816387
287,hami,42.8,93.45,60.89,45,0,5.01,CN,1600816387
288,pokhara,28.23,83.98,70.39,86,100,2.53,NP,1600816387
289,pyaozerskiy,65.83,31.17,41.43,68,84,9.69,RU,1600816388
290,muzhi,65.37,64.67,37.96,92,100,13.8,RU,1600816388
291,qaqortoq,60.72,-46.03,30.2,58,5,3.36,GL,1600816334
292,egvekinot,66.32,-179.17,40.66,67,0,1.81,RU,1600816388
293,marzuq,14.4,46.47,78.6,28,66,5.88,YE,1600816388
294,petatlan,17.52,-101.27,89.6,62,75,11.41,MX,1600816389
295,dukat,62.55,155.55,33.76,80,3,2.84,RU,1600816389
296,japura,-0.32,102.35,73.29,96,90,0.92,ID,1600816389
297,san cristobal,7.77,-72.22,89.6,52,40,9.17,VE,1600816390
298,nikolskoye,59.7,30.79,51.01,93,67,4.47,RU,1600816390
299,cidreira,-30.18,-50.21,58.3,72,0,17.54,BR,1600816271
300,arkhangelsk,64.54,40.54,50.0,66,40,15.66,RU,1600816390
301,monte patria,-30.69,-70.95,72.1,31,66,3.58,CL,1600816390
302,kaspiysk,42.88,47.64,60.8,82,20,4.47,RU,1600816390
303,costinesti,43.95,28.63,60.8,72,5,3.36,RO,1600816391
304,poum,-20.23,164.02,72.25,70,0,5.12,NC,1600816391
305,bengkulu,-3.8,102.27,76.3,83,68,6.04,ID,1600816391
306,shihezi,44.3,86.03,61.25,32,5,4.59,CN,1600816391
307,balkhash,46.84,74.98,53.37,43,100,12.73,KZ,1600816392
308,braniewo,54.38,19.82,62.71,65,0,13.33,PL,1600816392
309,cayenne,4.93,-52.33,82.4,78,7,10.29,GF,1600816182
310,churapcha,62.0,132.43,42.21,73,0,3.15,RU,1600816393
311,assiniboia,49.63,-105.98,72.5,29,100,10.11,CA,1600816393
312,namibe,-15.2,12.15,64.0,89,50,3.31,AO,1600816393
313,victoria,22.29,114.16,84.0,79,84,11.95,HK,1600816234
314,ponta do sol,32.67,-17.1,77.0,69,20,3.36,PT,1600816393
315,eureka,40.8,-124.16,69.01,77,34,3.0,US,1600816176
316,bethel,41.37,-73.41,66.2,29,1,8.05,US,1600816393
317,sakaiminato,35.55,133.23,66.2,93,75,4.7,JP,1600816394
318,mazagao,-0.12,-51.29,84.2,74,20,11.41,BR,1600816394
319,nuuk,64.18,-51.72,33.8,86,10,4.7,GL,1600816135
320,smithers,54.78,-127.17,59.0,58,40,6.93,CA,1600816394
321,kuhdasht,33.53,47.61,64.89,27,0,4.16,IR,1600816394
322,beira,-19.84,34.84,71.11,71,30,13.02,MZ,1600816394
323,rocha,-34.48,-54.33,46.81,87,73,7.72,UY,1600816286
324,birao,10.28,22.79,73.96,91,59,1.86,CF,1600816395
325,chulman,56.85,124.91,43.3,72,0,1.19,RU,1600816395
326,ornskoldsvik,63.29,18.72,46.4,87,100,8.05,SE,1600816395
327,araouane,18.9,-3.53,97.11,20,10,8.34,ML,1600816396
328,matara,5.95,80.54,77.76,87,94,9.62,LK,1600816396
329,kavaratti,10.57,72.64,81.48,79,47,21.9,IN,1600816396
330,umm lajj,25.02,37.27,86.99,44,0,6.89,SA,1600816397
331,linxia,35.6,103.21,53.01,72,76,0.58,CN,1600816397
332,torrington,41.8,-73.12,61.0,52,10,1.99,US,1600816397
333,hirson,49.92,4.08,57.99,66,0,1.12,FR,1600816397
334,aykino,62.22,49.99,39.51,85,38,9.66,RU,1600816397
335,bartow,27.9,-81.84,79.0,69,90,10.29,US,1600816398
336,la ronge,55.1,-105.28,59.0,47,75,10.29,CA,1600816398
337,serebryanyy bor,56.8,124.8,42.98,73,0,1.19,RU,1600816398
338,lucea,18.45,-78.17,86.0,70,20,4.7,JM,1600816398
339,limbang,4.75,115.0,77.0,94,75,3.36,MY,1600816398
340,porto walter,-8.27,-72.74,76.26,90,99,1.54,BR,1600816399
341,zhicheng,30.3,111.5,63.0,92,93,1.88,CN,1600816399
342,barkly west,-28.54,24.52,64.4,59,17,12.75,ZA,1600816399
343,ugoofaaru,5.67,73.0,81.37,78,100,14.05,MV,1600816399
344,staryy nadym,65.61,72.68,36.63,90,81,13.2,RU,1600816399
345,canapi,-9.12,-37.6,74.17,69,16,12.77,BR,1600816400
346,pedernales,18.04,-71.74,82.06,66,99,3.04,DO,1600816400
347,ferrol,43.48,-8.24,64.4,93,20,8.05,ES,1600816400
348,margate,51.38,1.39,64.99,88,14,1.99,GB,1600816400
349,axim,4.87,-2.24,75.45,88,96,11.56,GH,1600816401
350,pecos,31.42,-103.49,87.8,18,1,5.82,US,1600816401
351,shakiso,5.75,38.92,62.67,74,81,0.22,ET,1600816401
352,berlevag,70.86,29.09,44.28,87,75,8.77,NO,1600816401
353,botwood,49.15,-55.35,50.0,81,100,5.95,CA,1600816401
354,srednekolymsk,67.45,153.68,40.87,90,100,2.24,RU,1600816401
355,kukmor,56.19,50.89,53.33,83,99,15.59,RU,1600816402
356,merauke,-8.47,140.33,81.52,73,98,11.03,ID,1600816402
357,ararat,39.83,44.7,57.2,82,15,3.36,AM,1600816402
358,mahanje,-9.93,35.33,64.35,62,41,2.55,TZ,1600816402
359,bantry,51.68,-9.45,51.8,93,75,13.87,IE,1600816402
360,tuy hoa,13.08,109.3,76.91,86,60,5.14,VN,1600816403
361,kihei,20.79,-156.47,89.6,52,40,25.28,US,1600816403
362,barmer,25.75,71.38,86.81,54,6,10.27,IN,1600816403
363,santa ana,33.75,-117.87,88.0,54,1,8.05,US,1600816379
364,villa maria,-32.41,-63.24,63.0,29,16,5.01,AR,1600816403
365,kununurra,-15.77,128.73,80.6,74,0,8.37,AU,1600816403
366,nabire,-3.37,135.48,74.7,91,100,3.65,ID,1600816404
367,saint-francois,46.42,3.91,63.0,82,100,4.7,FR,1600816404
368,lowestoft,52.48,1.75,62.01,98,25,3.0,GB,1600816404
369,touros,-5.2,-35.46,77.0,83,20,6.93,BR,1600816404
370,kazanka,47.85,32.82,51.8,37,0,2.24,UA,1600816405
371,purulha,15.27,-90.2,62.15,100,66,2.48,GT,1600816405
372,marsaxlokk,35.84,14.54,78.01,94,20,3.36,MT,1600816405
373,tocopilla,-22.09,-70.2,63.03,59,15,6.62,CL,1600816406
374,sitka,57.05,-135.33,59.0,54,90,23.04,US,1600816146
375,finschhafen,-6.6,147.87,83.59,65,48,5.48,PG,1600816406
376,brae,60.4,-1.35,48.2,93,100,19.46,GB,1600816406
377,nazca,-14.83,-74.95,69.55,48,0,2.84,PE,1600816407
378,svetlogorsk,52.63,29.73,54.84,74,0,5.91,BY,1600816407
379,riberalta,-10.98,-66.1,86.0,48,39,9.17,BO,1600816408
380,oak ridge,36.01,-84.27,71.6,43,1,2.73,US,1600816408
381,betafo,-19.83,46.85,53.44,78,0,6.06,MG,1600816408
382,ust-nera,64.57,143.2,43.18,63,96,5.14,RU,1600816409
383,aniva,46.71,142.53,46.4,93,24,4.47,RU,1600816409
384,kiomboi,-4.27,34.37,64.94,55,78,12.1,TZ,1600816409
385,sarahan,31.52,77.8,56.84,62,23,3.91,IN,1600816207
386,jishu,44.32,126.8,53.6,95,78,3.87,CN,1600816410
387,dingle,11.0,122.67,78.71,85,63,1.81,PH,1600816410
388,port augusta,-32.5,137.77,53.6,81,12,12.75,AU,1600816410
389,akyab,20.15,92.9,80.33,87,100,5.99,MM,1600816410
390,meulaboh,4.14,96.13,76.6,88,89,3.94,ID,1600816410
391,snezhnogorsk,69.19,33.25,41.0,80,75,4.47,RU,1600816411
392,sovetskaya gavan,48.97,140.29,54.61,75,23,1.5,RU,1600816411
393,buraydah,26.33,43.98,80.6,24,0,4.7,SA,1600816411
394,velyka oleksandrivka,47.32,33.3,55.53,40,0,5.41,UA,1600816411
395,tautira,-17.73,-149.15,86.0,62,20,19.46,PF,1600816411
396,lasa,46.62,10.7,57.2,100,75,4.7,IT,1600816412
397,nhlangano,-27.12,31.2,46.47,92,0,2.86,SZ,1600816412
398,garmsar,35.22,52.34,71.17,35,0,7.65,IR,1600816412
399,sukumo,32.93,132.73,70.05,86,99,2.82,JP,1600816412
400,dembi dolo,8.53,34.8,58.24,97,87,3.91,ET,1600816412
401,jasper,37.2,-94.35,70.0,83,90,4.7,US,1600816283
402,iracoubo,5.48,-53.2,80.46,80,19,15.5,GF,1600816413
403,probolinggo,-7.75,113.22,79.14,77,99,10.18,ID,1600816413
404,puri,19.8,85.85,78.8,100,75,10.29,IN,1600816389
405,quelimane,-17.88,36.89,70.83,86,3,7.2,MZ,1600816413
406,wodonga,-36.12,146.88,50.0,93,75,10.29,AU,1600816413
407,shingu,33.73,135.98,68.86,89,100,18.72,JP,1600816413
408,port hardy,50.7,-127.42,59.0,77,90,12.75,CA,1600816413
409,xacmaz,41.46,48.81,62.46,81,1,0.31,AZ,1600816414
410,kazachka,53.36,38.07,52.27,87,0,8.68,RU,1600816414
411,vostok,46.49,135.88,47.55,92,95,2.62,RU,1600816414
412,russell,32.35,-85.2,73.4,56,90,6.93,US,1600816415
413,beloha,-25.17,45.05,62.46,68,77,12.12,MG,1600816415
414,husavik,66.04,-17.34,35.6,93,75,5.82,IS,1600816416
415,ginosa,40.58,16.76,78.01,93,40,5.82,IT,1600816416
416,clermont,49.5,2.42,59.0,82,75,1.12,FR,1600816416
417,bodden town,19.28,-81.25,87.8,70,20,6.93,KY,1600816417
418,byron bay,-28.65,153.62,73.4,53,88,5.82,AU,1600816385
419,north platte,41.12,-100.77,87.8,23,1,11.41,US,1600816207
420,ketchikan,55.34,-131.65,55.4,81,90,19.46,US,1600816417
421,chimore,-16.98,-65.13,76.12,43,0,1.86,BO,1600816417
422,alyangula,-13.85,136.42,75.2,88,0,3.36,AU,1600816417
423,takoradi,4.88,-1.76,74.91,90,81,10.29,GH,1600816418
424,aurora,39.73,-104.83,84.99,18,75,11.41,US,1600816418
425,grand gaube,-20.01,57.66,66.0,75,20,5.01,MU,1600816418
426,aberdeen,57.14,-2.1,57.2,76,90,11.41,GB,1600816208
427,maneadero,31.72,-116.57,86.0,16,10,5.99,MX,1600816418
428,walvis bay,-22.96,14.51,55.99,87,24,5.82,NA,1600816419
429,jiehu,35.54,118.45,63.99,88,82,4.23,CN,1600816419
430,san andres,12.58,-81.7,87.8,70,40,8.05,CO,1600816135
431,catio,11.28,-15.25,78.22,87,7,5.79,GW,1600816419
432,lagoa,39.05,-27.98,68.59,90,91,14.36,PT,1600816419
433,acapulco,16.86,-99.89,87.8,70,20,11.41,MX,1600816295
434,marevo,57.31,32.08,49.5,93,3,5.82,RU,1600816420
435,te anau,-45.42,167.72,55.15,75,34,6.02,NZ,1600816420
436,manicore,-5.81,-61.3,76.6,89,89,3.31,BR,1600816420
437,kodinsk,58.69,99.18,40.06,83,100,5.37,RU,1600816420
438,jurm,36.86,70.83,45.0,57,0,0.36,AF,1600816420
439,artyom,40.47,50.33,69.8,68,64,2.24,AZ,1600816421
440,lodja,-3.48,23.43,69.93,96,26,2.04,CD,1600816421
441,athabasca,54.72,-113.29,61.99,52,11,7.14,CA,1600816421
442,moose factory,51.26,-80.61,62.6,93,90,4.7,CA,1600816422
443,roebourne,-20.78,117.13,69.46,22,0,13.09,AU,1600816422
444,khoy,38.55,44.95,62.06,62,11,4.21,IR,1600816422
445,sibolga,1.74,98.78,76.93,83,99,2.35,ID,1600816423
446,abu samrah,35.3,37.18,66.38,88,0,7.18,SY,1600816423
447,talara,-4.58,-81.27,64.38,84,5,13.13,PE,1600816424
448,nurota,40.56,65.69,53.6,37,37,9.17,UZ,1600816424
449,salalah,17.02,54.09,80.6,88,75,3.36,OM,1600816424
450,aktash,50.3,87.73,33.37,91,76,3.51,RU,1600816425
451,bambanglipuro,-7.95,110.28,76.3,86,37,3.09,ID,1600816425
452,presidencia roque saenz pena,-26.79,-60.44,65.14,36,0,7.05,AR,1600816426
453,reyes,-14.32,-67.38,76.77,46,0,0.81,BO,1600816426
454,fortuna,40.6,-124.16,69.01,77,1,14.99,US,1600816426
455,fallon,39.47,-118.78,87.8,7,20,3.36,US,1600816427
456,gisborne,-38.65,178.0,61.92,57,54,12.1,NZ,1600816427
457,rio grande,-32.03,-52.1,53.65,72,14,12.95,BR,1600816160
458,sawai madhopur,25.98,76.37,79.81,82,89,2.08,IN,1600816427
459,saint-joseph,-21.37,55.62,66.2,55,21,5.82,RE,1600816427
460,hofn,64.25,-15.21,40.42,65,0,10.83,IS,1600816427
461,saint-denis,48.92,2.33,64.99,52,28,2.24,FR,1600816428
462,kosonsoy,41.26,71.55,53.6,71,0,4.7,UZ,1600816428
463,san patricio,19.22,-104.7,89.6,75,75,17.22,MX,1600816428
464,jiuquan,39.74,98.52,53.2,48,0,2.01,CN,1600816428
465,grindavik,63.84,-22.43,37.4,86,75,14.74,IS,1600816428
466,hammerfest,70.66,23.68,44.6,70,75,29.97,NO,1600816429
467,manokwari,-0.87,134.08,82.47,71,69,3.76,ID,1600816429
468,shirokiy,49.76,129.52,49.37,91,100,7.99,RU,1600816429
469,iberia,29.95,-91.75,77.0,100,90,13.87,US,1600816429
470,los llanos de aridane,28.66,-17.92,75.2,88,20,1.12,ES,1600816429
471,kozova,49.44,25.15,60.01,47,0,5.01,UA,1600816429
472,brandfort,-28.7,26.46,50.0,71,10,2.24,ZA,1600816430
473,hays,30.05,-98.03,73.99,90,89,4.0,US,1600816415
474,labytnangi,66.66,66.42,36.25,88,100,10.16,RU,1600816430
475,blagoyevo,63.37,47.92,44.15,77,86,12.68,RU,1600816430
476,agadir,30.42,-9.6,66.2,82,55,3.69,MA,1600816430
477,halden,59.12,11.39,57.2,93,87,14.99,NO,1600816430
478,havoysund,71.0,24.66,44.6,70,75,29.97,NO,1600816430
479,chiang mai,18.79,98.98,77.0,94,20,2.24,TH,1600816276
480,kempsey,-31.08,152.83,75.99,39,0,5.01,AU,1600816422
481,plouzane,48.38,-4.62,60.8,100,59,9.17,FR,1600816431
482,erzin,36.96,36.2,79.0,81,17,0.74,TR,1600816431
483,yatsushiro,32.5,130.6,69.8,77,75,7.83,JP,1600816431
484,tiznit,29.58,-9.5,75.88,38,54,2.33,MA,1600816432
485,manaus,-3.1,-60.02,82.4,83,75,3.36,BR,1600816432
486,valdivia,-39.81,-73.25,55.4,66,40,6.93,CL,1600816433
487,fort nelson,58.81,-122.7,57.2,44,75,5.82,CA,1600816433
488,bathsheba,13.22,-59.52,84.2,74,40,8.05,BB,1600816433
489,paslek,54.06,19.66,55.0,100,0,10.31,PL,1600816434
490,lahad datu,5.03,118.33,77.74,90,100,2.57,MY,1600816434
491,marrakesh,31.63,-8.01,77.0,44,40,3.36,MA,1600816427
492,langsa,4.47,97.97,75.0,94,99,3.22,ID,1600816434
493,trincomalee,8.57,81.23,81.27,76,64,17.58,LK,1600816435
494,port hedland,-20.32,118.57,68.0,22,0,6.93,AU,1600816435
495,samfya,-11.36,29.56,69.82,42,0,13.33,ZM,1600816435
496,hurghada,27.26,33.81,86.0,33,0,5.82,EG,1600816436
497,ribas do rio pardo,-20.44,-53.76,73.8,64,33,9.53,BR,1600816436
498,puerto cabezas,14.04,-83.39,87.8,74,40,9.17,NI,1600816436
499,sola,-13.88,167.55,79.09,81,13,19.8,VU,1600816436
500,hope,33.67,-93.59,64.0,79,100,3.0,US,1600816437
501,hamilton,39.18,-84.53,73.4,43,1,4.7,US,1600816347
502,sorland,67.67,12.69,46.22,66,100,9.46,NO,1600816437
503,oistins,13.07,-59.53,84.2,74,40,8.05,BB,1600816268
504,college,64.86,-147.8,54.0,53,75,2.21,US,1600816437
505,pinawa,50.15,-95.88,73.92,41,57,5.86,CA,1600816437
506,balabac,7.99,117.06,82.8,75,43,7.09,PH,1600816437
507,yenagoa,4.92,6.26,75.07,95,100,3.65,NG,1600816438
508,gravdal,68.12,13.5,45.16,64,100,4.05,NO,1600816438
509,obidos,-1.92,-55.52,84.7,59,28,2.89,BR,1600816438
510,borzna,51.25,32.43,54.52,51,0,7.96,UA,1600816439
511,winfield,37.24,-97.0,69.8,83,75,10.29,US,1600816256
512,taoudenni,22.68,-3.98,96.75,11,0,7.9,ML,1600816439
513,marawi,8.0,124.29,75.99,84,92,5.99,PH,1600816439
514,sao jose da coroa grande,-8.9,-35.15,74.52,83,4,8.52,BR,1600816439
515,ranong,9.97,98.63,78.53,85,100,1.19,TH,1600816139
516,pringsewu,-5.36,104.97,73.6,93,43,3.47,ID,1600816439
517,constantine,36.37,6.61,68.0,82,98,2.24,DZ,1600816440
518,den helder,52.96,4.76,57.99,93,0,6.93,NL,1600816168
519,araguaina,-7.19,-48.21,88.41,41,77,5.64,BR,1600816440
520,khingansk,49.12,131.18,46.08,90,100,6.64,RU,1600816440
521,urumita,10.56,-73.01,93.2,46,20,5.82,CO,1600816441
522,bati,11.18,40.02,71.01,37,65,7.29,ET,1600816441
523,santa maria,-29.68,-53.81,60.8,72,0,8.05,BR,1600816428
524,khipro,25.83,69.38,88.21,46,22,8.99,PK,1600816442
525,spirit river,55.78,-118.84,62.6,45,75,3.36,CA,1600816442
526,ruhengeri,-1.5,29.64,60.44,74,51,0.29,RW,1600816443
527,deputatskiy,69.3,139.9,38.57,83,79,4.76,RU,1600816443
528,perth,-31.93,115.83,55.0,76,0,11.41,AU,1600816203
529,yar-sale,66.83,70.83,36.95,89,44,13.13,RU,1600816443
530,namangan,41.0,71.67,53.6,71,0,4.7,UZ,1600816444
531,mehran,33.12,46.16,89.11,13,0,10.42,IR,1600816444
532,alihe,50.57,123.72,47.7,94,100,5.48,CN,1600816444
533,portland,45.52,-122.68,75.0,49,75,3.36,US,1600816290
534,tifton,31.45,-83.51,75.2,64,1,3.36,US,1600816445
535,vardo,70.37,31.11,42.8,81,75,19.46,NO,1600816445
536,zaton,53.29,83.81,46.4,87,75,6.71,RU,1600816445
537,boca do acre,-8.75,-67.4,83.35,60,79,1.74,BR,1600816445
538,tombouctou,20.0,-3.0,96.51,16,0,3.36,ML,1600816446
539,fareham,50.85,-1.18,62.01,92,22,9.24,GB,1600816446
540,mareeba,-17.0,145.43,82.0,73,75,4.7,AU,1600816447
541,concepcion del uruguay,-32.48,-58.24,54.95,70,81,5.86,AR,1600816447
542,krasnoselkup,65.7,82.47,40.12,89,86,14.5,RU,1600816447
543,toamasina,-18.17,49.38,68.0,94,75,4.7,MG,1600816447
544,manzanillo,20.34,-77.12,79.61,86,67,6.76,CU,1600816447
545,bonthe,7.53,-12.51,77.68,88,19,5.61,SL,1600816447
546,carinhanha,-14.3,-43.77,88.0,28,95,8.59,BR,1600816448
547,gat,31.61,34.76,78.01,74,2,3.33,IL,1600816448
548,marsh harbour,26.54,-77.06,79.56,70,11,19.37,BS,1600816448
549,richards bay,-28.78,32.04,60.42,74,0,10.36,ZA,1600816448
550,polis,35.04,32.43,71.6,83,20,5.82,CY,1600816448
551,mayo,38.89,-76.51,68.0,42,1,11.41,US,1600816449
552,victor harbor,-35.57,138.62,55.0,77,20,1.01,AU,1600816449
553,siavonga,-16.54,28.71,74.48,49,0,5.93,ZM,1600816449
554,dori,14.04,-0.03,87.33,44,48,9.46,BF,1600816449
555,turukhansk,65.82,87.98,45.43,80,100,10.87,RU,1600816450
556,quesnel,53.0,-122.5,60.8,72,1,4.7,CA,1600816450
557,nanga eboko,4.68,12.37,68.31,97,27,4.5,CM,1600816450
558,portlethen,57.05,-2.13,57.2,76,93,11.41,GB,1600816450
559,vila velha,-20.33,-40.29,73.99,100,75,9.17,BR,1600816450
560,naze,28.37,129.48,80.6,83,40,18.34,JP,1600816451
561,warrnambool,-38.38,142.48,51.01,91,98,4.0,AU,1600816451
